date,time,Sensor 1,Sensor 2,Sensor 3
20110206,0004,0.7686278214,12.4895540927,27.8813263648
20110206,0005,0.9602372086,6.5685865129,36.1842472304
20110206,0006,0.2614084062,11.8597803411,37.7187506156
20110206,0007,0.2755742774,19.4487186303,8.642042492
20110206,0008,0.2108287486,6.9351475155,21.0225366931
20110206,0009,0.6486522253,17.1014600102,36.0898892148
20110206,0010,0.1956879443,22.0395642806,39.8723354397
20110206,0011,0.4418915613,7.651669982,24.6863723951
20110206,0012,0.9613816872,11.9992795847,20.4001752665
20110206,0013,0.7717815502,17.8630220372,36.6169587367
20110206,0014,0.1755619027,2.4249816178,4.2264894174
20110206,0015,0.1407328023,3.5914823081,12.6865790832
20110206,0016,0.7882556016,16.116610128,38.8016008175
20110206,0017,0.9742279422,23.4222394598,24.3419779543
20110206,0018,0.8813947562,12.3244532314,15.319119152
20110206,0019,0.7625325518,18.3501305351,4.2266015641
20110206,0020,0.1407797601,4.0522474416,9.1623662366
20110206,0021,0.8195480687,14.4951920418,16.8238611226
20110206,0022,0.8141292033,15.8271896447,0.2725111429
20110206,0023,0.7924128848,10.9813376981,28.9535768583
20110206,0024,0.3721431295,21.5316227978,30.457548655
20110206,0025,0.1205878045,16.0566755307,4.8352937652
20110206,0026,0.8650595118,22.3912740403,13.0727624661
20110206,0027,0.2770777118,11.752952905,38.4126378377
20110206,0028,0.980957388,8.9980774443,7.0577284361
20110206,0029,0.7625097541,13.7386508154,30.7589255501
20110206,0030,0.348131272,2.29802532,9.3915453747
20110206,0031,0.4638339583,20.1377764942,39.2565548151
20110206,0032,0.4426185285,16.6747577874,29.4761227194
20110206,0033,0.3700224207,12.449450485,2.6214352158
20110206,0034,0.9011861753,10.9042203763,12.038927515
20110206,0035,0.1955945147,5.5295246082,13.694461045
20110206,0036,0.3283763163,20.1049603185,34.5567161347
20110206,0037,0.2350142747,8.3177292533,32.6362200664
20110206,0038,0.1901027802,1.4263730514,10.0450167027
20110206,0039,0.8798106578,6.3075551596,25.9385310651
20110206,0040,0.7806513448,23.4050272546,21.1416279233
20110206,0041,0.7743922373,11.5522531642,14.0786086715
20110206,0042,0.505606508,3.0306410515,19.6311168802
20110206,0043,0.3671934655,14.7930174172,25.6625969064
20110206,0044,0.2532908464,8.6170928188,33.5602955234
20110206,0045,0.6530196374,13.2351901041,6.6126443015
20110206,0046,0.7407386023,2.2183776381,12.9656387292
20110206,0047,0.2927809815,4.9952787051,27.8586929136
20110206,0048,0.8451159204,22.5717407912,7.3245874315
20110206,0049,0.393567825,24.2757538604,13.5406966088
20110206,0050,0.1624159434,4.1504336694,34.2506041712
20110206,0051,0.9416573528,22.4208033225,2.161107442
20110206,0052,0.5153483297,7.9037757466,22.1667477602
20110206,0053,0.2328433147,20.5789126664,30.5853832352
20110206,0054,0.8926136726,12.2525815792,1.457195835
20110206,0055,0.488227775,7.7650097265,30.2624097022
20110206,0056,0.2703320623,0.5874515742,6.1079223963
20110206,0057,0.8818422885,12.6939929373,30.7485394799
20110206,0058,0.839224505,10.2884130822,39.3393304371
20110206,0059,0.8408112946,7.0358593904,32.4702887721
20110206,0100,0.6025888198,10.4989648995,10.1295503471
20110206,0101,0.8327209305,0.2045897557,6.8376216385
20110206,0102,0.507025638,12.556125542,8.1070075991
20110206,0103,0.5400375453,1.0697984666,13.2827634677
20110206,0104,0.6772624534,13.2871246387,33.842765172
20110206,0105,0.5982926131,2.2369549747,17.1969200255
20110206,0106,0.3255700925,24.3750977428,26.1633516415
20110206,0107,0.8259926871,12.944972243,2.7989077234
20110206,0108,0.2696228426,2.5528498517,27.1583343662
20110206,0109,0.0403855767,16.3770933908,1.6705047125
20110206,0110,0.8860522341,6.4840149013,37.7830758748
20110206,0111,0.8505071341,1.0558931521,15.1210675781
20110206,0112,0.0725184743,5.6829575415,19.0078804136
20110206,0113,0.6988207445,7.2050645834,19.5695524412
20110206,0114,0.0948716409,4.0057502987,0.4280267828
20110206,0115,0.0309271311,16.807047054,11.7183082398
20110206,0116,0.9998301201,18.3770884988,28.1844447864
20110206,0117,0.9934107422,1.0810623091,27.4747907821
20110206,0118,0.829835698,18.7370718059,7.9868610029
20110206,0119,0.1363637835,7.8028134032,20.2092303496
20110206,0120,0.3120895781,22.749934142,21.5758638202
20110206,0121,0.2248086684,24.0478148395,37.4266723022
20110206,0122,0.8089309377,22.3525541508,26.4464859911
20110206,0123,0.6977305159,21.0396223396,13.8952453734
20110206,0124,0.4174060906,1.7910129111,30.2898242509
20110206,0125,0.3168394205,19.2808820804,8.7139421615
20110206,0126,0.3968722774,10.3890491676,21.0253113595
20110206,0127,0.9170507033,20.5449404658,4.814846085
20110206,0128,0.3912212947,8.4091071498,4.0460621757
20110206,0129,0.2218054682,1.574769524,7.8619938498
20110206,0130,0.979514198,3.6932356063,29.2737464186
20110206,0131,0.3505091003,21.7783256162,39.8323046179
20110206,0132,0.2626002345,14.9806451223,29.5017391313
20110206,0133,0.558285827,8.8944536155,20.5935723161
20110206,0134,0.0087004827,24.7567907447,36.85370954
20110206,0135,0.5456067003,11.3417058483,18.102144745
20110206,0136,0.889786036,2.5124735159,21.6358948583
20110206,0137,0.5147232673,18.9442904884,2.997955181
20110206,0138,0.6790886758,19.7346143284,11.0794879259
20110206,0139,0.8428568625,21.9842592356,33.0442473358
20110206,0140,0.250366871,21.2029366832,21.3539485664
20110206,0141,0.5027991608,1.7174146236,15.2113650485
20110206,0142,0.9075774431,13.4818484352,26.6308715473
20110206,0143,0.5074254007,15.6747579548,39.6273057147
20110206,0144,0.0519805414,18.6297967082,7.4564355784
20110206,0145,0.630016433,12.9450727711,30.2282397229
20110206,0146,0.6863302043,9.7393684444,24.364049671
20110206,0147,0.049953403,23.540885748,11.0438348872
20110206,0148,0.4185718123,19.1063033791,33.7720904193
20110206,0149,0.8486641021,24.62304451,22.0816439369
20110206,0150,0.5783867086,13.6093409915,11.2120337739
20110206,0151,0.7591532217,16.8348640295,13.580666458
20110206,0152,0.8908261807,17.8341723562,12.6189100748
20110206,0153,0.7510592892,6.8510081086,37.2312899288
20110206,0154,0.5377739193,12.4721838797,4.1275673296
20110206,0155,0.9212009438,1.3625272529,27.5441601614
20110206,0156,0.6953293792,10.7726541785,22.0270552494
20110206,0157,0.99933369,6.6912677961,6.5384888622
20110206,0158,0.9247517817,24.5102949553,32.309511449
20110206,0159,0.0924497179,19.6938780475,23.3210997448
20110206,0200,0.3460992808,15.6985575337,38.84942189
20110206,0201,0.625576338,19.4218105714,5.9123836437
20110206,0202,0.4645139295,21.7240670617,28.5658614601
20110206,0203,0.8001327168,15.78724143,36.9237158449
20110206,0204,0.5615327826,22.4357890137,22.4925573826
20110206,0205,0.243187147,0.8717382603,9.8734442405
20110206,0206,0.1353525435,24.6615664235,0.6645420673
20110206,0207,0.1247406799,4.9011669008,34.3724949019
20110206,0208,0.1422220348,8.9101441911,19.4001663421
20110206,0209,0.462655877,8.4593552744,18.5939584391
20110206,0210,0.48701865,15.2657682984,21.5287894976
20110206,0211,0.6386460494,14.5943329761,4.8011043787
20110206,0212,0.8400105236,19.0851032525,18.6979552588
20110206,0213,0.3731183738,11.5508019658,27.056542176
20110206,0214,0.659352461,3.1749846851,2.7512229471
