date,time,Sensor 1,Sensor 2,Sensor 3
20110208,0004,0.8928869494,16.9563237285,12.7880276278
20110208,0005,0.8492928419,21.0737003638,4.6122525534
20110208,0006,0.7680082877,12.5029800065,24.3089587836
20110208,0007,0.5094838965,16.686779018,3.4645668683
20110208,0008,0.0230706529,2.9082377808,21.6264892
20110208,0009,0.4736315065,23.4624812609,2.3564682127
20110208,0010,0.6159294571,3.4047051592,13.3480634073
20110208,0011,0.9058842341,9.1796487977,36.8657411509
20110208,0012,0.6590172748,22.0719385508,38.7720875916
20110208,0013,0.4970421792,13.9738578829,3.0147893443
20110208,0014,0.1922207739,15.6956389708,22.7667880284
20110208,0015,0.8648585797,14.5707897307,17.7165675463
20110208,0016,0.1492656643,14.2901002809,2.6217144017
20110208,0017,0.1074575258,10.0794162163,4.1086767275
20110208,0018,0.576119674,21.4600336983,18.914390601
20110208,0019,0.4007602719,24.5876633837,1.8300999401
20110208,0020,0.8672406398,7.3915393231,1.0704021206
20110208,0021,0.7169907291,16.9495916023,12.5442560879
20110208,0022,0.0180797613,18.7590922887,32.4697164483
20110208,0023,0.7044097426,1.024435593,28.949510959
20110208,0024,0.4064316603,3.330355145,12.7693862345
20110208,0025,0.994069392,18.6458993091,31.3765665826
20110208,0026,0.2247800894,21.0207822927,11.1365640322
20110208,0027,0.5345568274,18.7842597708,33.3820576655
20110208,0028,0.607061792,15.9148638861,35.5411384108
20110208,0029,0.1480723719,22.3784075627,30.8127027936
20110208,0030,0.5075697417,3.5729856656,24.5256727086
20110208,0031,0.5469645104,12.494043944,29.1113597849
20110208,0032,0.7119204327,16.4990975522,7.6625882938
20110208,0033,0.0321260752,8.3433692031,26.402826595
20110208,0034,0.2135091,8.7764048634,4.5343176497
20110208,0035,0.8157119419,17.6868452274,31.8512855941
20110208,0036,0.9485070441,14.4150475733,35.6987343341
20110208,0037,0.0713115787,10.2889308636,7.7709676048
20110208,0038,0.8187260284,9.6213341677,38.4797522748
20110208,0039,0.7404492983,13.8547490422,12.1073704168
20110208,0040,0.5091466319,17.5282007224,16.0654527857
20110208,0041,0.6587376946,4.4015894358,3.1604283275
20110208,0042,0.1179655192,7.0494694194,34.8931181579
20110208,0043,0.9021181492,8.5658888945,4.3442659733
20110208,0044,0.5182076802,4.5722837091,34.9132891329
20110208,0045,0.7928554896,14.7107652532,32.0918246157
20110208,0046,0.985109651,2.2903877193,12.7319985365
20110208,0047,0.6855746912,15.5662468172,23.4149329312
20110208,0048,0.7512308595,20.4827047527,22.4465260333
20110208,0049,0.084473123,20.7459819359,9.4847742257
